,revision_id,article_quality_est,article_name,country,geographic region,population
11499,802382394.0,Stub,Ma Linyi,China,EAST ASIA,1402385000.0
11500,802382428.0,Start,Ma Xinyi,China,EAST ASIA,1402385000.0
11501,802382616.0,Stub,Yang Jingren,China,EAST ASIA,1402385000.0
11502,802395261.0,Start,Yang Yichen (Sui dynasty),China,EAST ASIA,1402385000.0
11503,802518324.0,C,Zheng Xiaoyu,China,EAST ASIA,1402385000.0
11504,802518673.0,Start,Cheng Kejie,China,EAST ASIA,1402385000.0
11505,802535764.0,Stub,Li Dongyang,China,EAST ASIA,1402385000.0
11506,802535846.0,Stub,Zhu Guozhen (Ming dynasty),China,EAST ASIA,1402385000.0
11507,802535929.0,Start,Yang Tinghe,China,EAST ASIA,1402385000.0
11508,802535996.0,Stub,Liu Tong,China,EAST ASIA,1402385000.0
11509,802553480.0,Stub,Li Zhi (dissident),China,EAST ASIA,1402385000.0
11510,802593757.0,C,Souw Beng Kong,China,EAST ASIA,1402385000.0
11511,802673990.0,Stub,Ruan Posheng,China,EAST ASIA,1402385000.0
11512,802699895.0,C,Gong Kai,China,EAST ASIA,1402385000.0
11513,802745798.0,Start,Zheng Keshuang,China,EAST ASIA,1402385000.0
11514,802750894.0,Stub,Zhan Ruoshui,China,EAST ASIA,1402385000.0
11515,802876751.0,C,Bai Enpei,China,EAST ASIA,1402385000.0
11516,802876753.0,FA,Xuanwu Gate Incident,China,EAST ASIA,1402385000.0
11517,802914163.0,C,Liu Qi (Liu Biao's son),China,EAST ASIA,1402385000.0
11518,802914819.0,Start,Qin Jiushao,China,EAST ASIA,1402385000.0
11519,802931199.0,Stub,Wen Zhong,China,EAST ASIA,1402385000.0
11520,802944161.0,Stub,Hui Liangyu,China,EAST ASIA,1402385000.0
11521,802985500.0,Stub,Feng Yuanwei,China,EAST ASIA,1402385000.0
11522,803005048.0,GA,User:RexSueciae/sandbox/Yang Jisheng (statesman),China,EAST ASIA,1402385000.0
11523,803022005.0,Start,Yan Song,China,EAST ASIA,1402385000.0
11524,803091760.0,Start,Zheng Kezang,China,EAST ASIA,1402385000.0
11525,803114690.0,GA,Zhen Dexiu,China,EAST ASIA,1402385000.0
11526,803131148.0,Start,Liu Yu (warlord),China,EAST ASIA,1402385000.0
11527,803217085.0,Start,Liu Jin,China,EAST ASIA,1402385000.0
11528,803228103.0,C,Wang Yi (politician),China,EAST ASIA,1402385000.0
11529,803285779.0,C,Sun Chuanfang,China,EAST ASIA,1402385000.0
11530,803302503.0,Stub,Cheng Dechen,China,EAST ASIA,1402385000.0
11531,803328007.0,C,Lord Chunshen,China,EAST ASIA,1402385000.0
11532,803328817.0,Start,Wu Qi,China,EAST ASIA,1402385000.0
11533,803389809.0,Start,Tian Kai,China,EAST ASIA,1402385000.0
11534,803399424.0,Stub,Xu Qian,China,EAST ASIA,1402385000.0
11535,803420001.0,Stub,Kuai Yue (Han dynasty),China,EAST ASIA,1402385000.0
11536,803446263.0,Stub,Abudureyimu Ajiyiming,China,EAST ASIA,1402385000.0
11537,803524537.0,C,Fan Li,China,EAST ASIA,1402385000.0
11538,803535184.0,Start,Ye Xianggao,China,EAST ASIA,1402385000.0
11539,803553330.0,Stub,Fong Chi Keong,China,EAST ASIA,1402385000.0
11540,803602553.0,Start,Zhang Yang (warlord),China,EAST ASIA,1402385000.0
11541,803622430.0,Stub,Wu Hongbo,China,EAST ASIA,1402385000.0
11542,803679888.0,C,Bojang of Goguryeo,China,EAST ASIA,1402385000.0
11543,803695877.0,Start,Xi Qia,China,EAST ASIA,1402385000.0
11544,803730365.0,C,Tao Qian (Han dynasty),China,EAST ASIA,1402385000.0
11545,803764448.0,Start,Yan Xiang (Han dynasty),China,EAST ASIA,1402385000.0
11546,803779326.0,C,Guo Si,China,EAST ASIA,1402385000.0
11547,803791627.0,C,Liu Yongfu,China,EAST ASIA,1402385000.0
11548,803874700.0,Start,Fan Chou,China,EAST ASIA,1402385000.0
11549,803883142.0,Start,Zhang Song,China,EAST ASIA,1402385000.0
11550,803899998.0,C,Jasper Tsang,China,EAST ASIA,1402385000.0
11551,803910344.0,C,Ye Jianying,China,EAST ASIA,1402385000.0
11552,803941497.0,Stub,Pan Jun,China,EAST ASIA,1402385000.0
11553,803981259.0,Stub,Zhang Shijie,China,EAST ASIA,1402385000.0
11554,804018099.0,Start,Ma Midi,China,EAST ASIA,1402385000.0
11555,804065646.0,FA,Hu Zhengyan,China,EAST ASIA,1402385000.0
11556,804068081.0,GA,Yang Jisheng (statesman),China,EAST ASIA,1402385000.0
11557,804081788.0,Start,Yuan Cai,China,EAST ASIA,1402385000.0
11558,804192791.0,C,Allen Lee,China,EAST ASIA,1402385000.0
11559,804255112.0,Stub,Jin Yunpeng,China,EAST ASIA,1402385000.0
11560,804275467.0,Stub,Yang Weizhen,China,EAST ASIA,1402385000.0
11561,804293010.0,C,Chiang Wei-shui,China,EAST ASIA,1402385000.0
11562,804340107.0,Stub,Fan Qin,China,EAST ASIA,1402385000.0
11563,804365582.0,Start,Fu Ying,China,EAST ASIA,1402385000.0
11564,804395323.0,FA,Koxinga,China,EAST ASIA,1402385000.0
11565,804395671.0,Start,Shen Yiqin,China,EAST ASIA,1402385000.0
11566,804419602.0,Stub,King Cheng of Chu,China,EAST ASIA,1402385000.0
11567,804481710.0,B,Chen Shou,China,EAST ASIA,1402385000.0
11568,804506541.0,C,Wang Xiang,China,EAST ASIA,1402385000.0
11569,804522059.0,Start,Wang Jun (Jin dynasty),China,EAST ASIA,1402385000.0
11570,804528322.0,Stub,Ruan Xian,China,EAST ASIA,1402385000.0
11571,804529042.0,Stub,Shan Tao (Taoist),China,EAST ASIA,1402385000.0
11572,804530506.0,C,Chen Liangyu,China,EAST ASIA,1402385000.0
11573,804561411.0,Start,Yu Huiyong,China,EAST ASIA,1402385000.0
11574,804606387.0,C,Xu Jie (Ming dynasty),China,EAST ASIA,1402385000.0
11575,804648502.0,Stub,Wang Rong (Jin dynasty),China,EAST ASIA,1402385000.0
11576,804648546.0,B,Xun Xu,China,EAST ASIA,1402385000.0
11577,804658179.0,C,Toqto'a (Yuan dynasty),China,EAST ASIA,1402385000.0
11578,804685356.0,Stub,Chen Mei-ling,China,EAST ASIA,1402385000.0
11579,804729193.0,Start,Li Shanchang,China,EAST ASIA,1402385000.0
11580,804737850.0,B,Gao Jiong,China,EAST ASIA,1402385000.0
11581,804826130.0,C,Vice President of the People's Republic of China,China,EAST ASIA,1402385000.0
11582,804826622.0,C,List of Presidents of the People's Republic of China,China,EAST ASIA,1402385000.0
11583,804843962.0,Start,Sima You,China,EAST ASIA,1402385000.0
11584,804969895.0,Stub,Ye Dongsong,China,EAST ASIA,1402385000.0
11585,805001217.0,Stub,Guo Youzhi,China,EAST ASIA,1402385000.0
11586,805006143.0,Start,Yu Song,China,EAST ASIA,1402385000.0
11587,805006182.0,Start,Yu Bing,China,EAST ASIA,1402385000.0
11588,805008637.0,C,Jin Youzhi,China,EAST ASIA,1402385000.0
11589,805010384.0,C,Pujie,China,EAST ASIA,1402385000.0
11590,805015141.0,Stub,Liu Shao (Three Kingdoms),China,EAST ASIA,1402385000.0
11591,805015445.0,Stub,Han Xuan,China,EAST ASIA,1402385000.0
11592,805015555.0,Start,Zhao Fan,China,EAST ASIA,1402385000.0
11593,805016310.0,Start,Sheng Xian,China,EAST ASIA,1402385000.0
11594,805017059.0,Start,Zhuge Xu,China,EAST ASIA,1402385000.0
11595,805017238.0,Stub,Huan Jie,China,EAST ASIA,1402385000.0
11596,805018042.0,Start,Liao Li,China,EAST ASIA,1402385000.0
11597,805019329.0,Stub,He Yong (Han dynasty),China,EAST ASIA,1402385000.0
11598,805019654.0,C,Huo Yi,China,EAST ASIA,1402385000.0
11599,805021635.0,Start,Yan Xing (Han dynasty),China,EAST ASIA,1402385000.0
11600,805033766.0,Stub,Wang Ye (Three Kingdoms),China,EAST ASIA,1402385000.0
11601,805055250.0,C,Zhang Zongchang,China,EAST ASIA,1402385000.0
11602,805263542.0,Start,Xie Xuehong,China,EAST ASIA,1402385000.0
11603,805270130.0,Start,Wang Chen (Three Kingdoms),China,EAST ASIA,1402385000.0
11604,805281207.0,C,Yang Xiuzhu,China,EAST ASIA,1402385000.0
11605,805281416.0,Start,Ximen Bao,China,EAST ASIA,1402385000.0
11606,805384690.0,C,Wang Zhengjun,China,EAST ASIA,1402385000.0
11607,805385748.0,C,Empress Wei (Tang dynasty),China,EAST ASIA,1402385000.0
11608,805399243.0,C,Dong Xian,China,EAST ASIA,1402385000.0
11609,805403089.0,Start,Song Ping,China,EAST ASIA,1402385000.0
11610,805433434.0,C,Deng Sui,China,EAST ASIA,1402385000.0
11611,805465042.0,Start,Cai Xiyou,China,EAST ASIA,1402385000.0
11612,805520104.0,Start,Huang Shaohong,China,EAST ASIA,1402385000.0
11613,805530245.0,C,Yan Zhitui,China,EAST ASIA,1402385000.0
11614,805538342.0,Start,List of premiers of the People's Republic of China,China,EAST ASIA,1402385000.0
11615,805568130.0,Stub,Li Ying (Eastern Han),China,EAST ASIA,1402385000.0
11616,805701071.0,C,Zhou Bangyan,China,EAST ASIA,1402385000.0
11617,805779617.0,Start,Wang Ling (Three Kingdoms),China,EAST ASIA,1402385000.0
11618,805795504.0,Stub,Nan Ping,China,EAST ASIA,1402385000.0
11619,805840862.0,Stub,Wang Like,China,EAST ASIA,1402385000.0
11620,805853289.0,Start,Lu Ziyue,China,EAST ASIA,1402385000.0
11621,805865636.0,C,Dong Zhuo,China,EAST ASIA,1402385000.0
11622,805898184.0,C,Soong Ching-ling,China,EAST ASIA,1402385000.0
11623,805971713.0,Start,Khan of Heaven,China,EAST ASIA,1402385000.0
11624,805989333.0,FA,Bao Zheng,China,EAST ASIA,1402385000.0
11625,805990103.0,Stub,Qiao Chuanxiu,China,EAST ASIA,1402385000.0
11626,805990409.0,Stub,Liu Wei (politician),China,EAST ASIA,1402385000.0
11627,805990711.0,Start,Liu Jiayi,China,EAST ASIA,1402385000.0
11628,806005533.0,Stub,Zhang Jiucheng,China,EAST ASIA,1402385000.0
11629,806032280.0,C,"Zaifeng, Prince Chun",China,EAST ASIA,1402385000.0
11630,806131220.0,B,Emperor Gaozong of Tang,China,EAST ASIA,1402385000.0
11631,806131675.0,B,Emperor Zhaozong of Tang,China,EAST ASIA,1402385000.0
11632,806165389.0,GA,Leung Chun-ying,China,EAST ASIA,1402385000.0
11633,806172684.0,C,Liu Xin,China,EAST ASIA,1402385000.0
11634,806232356.0,FA,Shen Kuo,China,EAST ASIA,1402385000.0
11635,806232695.0,C,Su Shi,China,EAST ASIA,1402385000.0
11636,806232750.0,FA,Su Song,China,EAST ASIA,1402385000.0
11637,806235259.0,C,Ban Zhao,China,EAST ASIA,1402385000.0
11638,806263363.0,C,Xu Guangqi,China,EAST ASIA,1402385000.0
11639,806297107.0,Start,Yang Xian (Ming dynasty),China,EAST ASIA,1402385000.0
11640,806301648.0,Stub,Zhang Zhu,China,EAST ASIA,1402385000.0
11641,806328553.0,Start,Jin Yuzhang,China,EAST ASIA,1402385000.0
11642,806370565.0,GA,Liao Chengzhi,China,EAST ASIA,1402385000.0
11643,806394394.0,Start,Chen Chuanping,China,EAST ASIA,1402385000.0
11644,806412646.0,Stub,Han Yuqun,China,EAST ASIA,1402385000.0
11645,806447549.0,B,Xuanzang,China,EAST ASIA,1402385000.0
11646,806457259.0,C,Duke of Zhou,China,EAST ASIA,1402385000.0
11647,806467016.0,C,Sun Yi,China,EAST ASIA,1402385000.0
11648,806499067.0,C,Jiang Jiemin,China,EAST ASIA,1402385000.0
11649,806500735.0,C,Song Jiaoren,China,EAST ASIA,1402385000.0
11650,806507568.0,Start,Princess Gaoyang,China,EAST ASIA,1402385000.0
11651,806516398.0,GA,Wang Lijun,China,EAST ASIA,1402385000.0
11652,806540241.0,Start,Wu Aiying,China,EAST ASIA,1402385000.0
11653,806549196.0,Stub,Bai Zhijian,China,EAST ASIA,1402385000.0
11654,806613120.0,C,Carrie Lam,China,EAST ASIA,1402385000.0
11655,806638126.0,Start,Yuwen Zhiji,China,EAST ASIA,1402385000.0
11656,806641542.0,Start,Wang Shen (Song dynasty),China,EAST ASIA,1402385000.0
11657,806642465.0,C,Emperor Gaozu of Tang,China,EAST ASIA,1402385000.0
11658,806642517.0,C,Lan Yu (general),China,EAST ASIA,1402385000.0
11659,806642579.0,B,Emperor Taizong's campaign against Tuyuhun,China,EAST ASIA,1402385000.0
11660,806642586.0,C,Emperor Taizong's campaign against Xueyantuo,China,EAST ASIA,1402385000.0
11661,806642762.0,C,Xiao Xian,China,EAST ASIA,1402385000.0
11662,806667286.0,Stub,Zhou Bo,China,EAST ASIA,1402385000.0
11663,806667356.0,C,Li Si,China,EAST ASIA,1402385000.0
11664,806667377.0,Start,Zhao Gao,China,EAST ASIA,1402385000.0
11665,806687172.0,Start,Meng Yi,China,EAST ASIA,1402385000.0
11666,806721766.0,GA,Shen Buhai,China,EAST ASIA,1402385000.0
11667,806741571.0,C,Ling Jihua,China,EAST ASIA,1402385000.0
11668,806777405.0,GA,Goguryeo–Tang War,China,EAST ASIA,1402385000.0
11669,806796110.0,Stub,Zhang Mingqi,China,EAST ASIA,1402385000.0
11670,806805397.0,C,Yuan Chonghuan,China,EAST ASIA,1402385000.0
11671,806807095.0,C,Shi Kefa,China,EAST ASIA,1402385000.0
11672,806807662.0,C,Liu Bowen,China,EAST ASIA,1402385000.0
11673,806809984.0,Stub,Fan Tai,China,EAST ASIA,1402385000.0
11674,806812923.0,C,Chen Shubao,China,EAST ASIA,1402385000.0
11675,806816517.0,Start,Yu Qian,China,EAST ASIA,1402385000.0
11676,806821795.0,Start,Yunli,China,EAST ASIA,1402385000.0
11677,806830849.0,B,Fu Liang,China,EAST ASIA,1402385000.0
11678,806838922.0,C,Feng Deyi,China,EAST ASIA,1402385000.0
11679,806839328.0,C,Pei Ji (Sui and Tang),China,EAST ASIA,1402385000.0
11680,806842285.0,C,Xu Jingzong,China,EAST ASIA,1402385000.0
11681,806844387.0,C,Dai Zhou,China,EAST ASIA,1402385000.0
11682,806846096.0,C,Du Yan,China,EAST ASIA,1402385000.0
11683,806846615.0,C,Du Ruhui,China,EAST ASIA,1402385000.0
11684,806848381.0,Start,Dou Kang,China,EAST ASIA,1402385000.0
11685,806849116.0,B,Pei Ju,China,EAST ASIA,1402385000.0
11686,806851255.0,Start,Dou Wei (Tang dynasty),China,EAST ASIA,1402385000.0
11687,806869069.0,Stub,Yu Shinan,China,EAST ASIA,1402385000.0
11688,806870155.0,B,Liu Wenjing,China,EAST ASIA,1402385000.0
11689,806870712.0,Start,Yang Gongren,China,EAST ASIA,1402385000.0
11690,806872103.0,C,Gao Shilian,China,EAST ASIA,1402385000.0
11691,806873381.0,C,Yuwen Shiji,China,EAST ASIA,1402385000.0
11692,806873948.0,Start,Chen Shuda,China,EAST ASIA,1402385000.0
11693,806874703.0,B,Fang Xuanling,China,EAST ASIA,1402385000.0
11694,806895255.0,C,Guan Zhong,China,EAST ASIA,1402385000.0
11695,806900802.0,C,Chen Sheng,China,EAST ASIA,1402385000.0
11696,806911703.0,C,Cao Cao,China,EAST ASIA,1402385000.0
11697,806929601.0,C,Zhang Zai,China,EAST ASIA,1402385000.0
11698,807069258.0,C,Selina Chow,China,EAST ASIA,1402385000.0
11699,807097587.0,C,Zhu De,China,EAST ASIA,1402385000.0
11700,807112349.0,C,Zhu Xi,China,EAST ASIA,1402385000.0
11701,807127452.0,B,Zhao Ziyang,China,EAST ASIA,1402385000.0
11702,807141694.0,B,Wen Yanbo (Tang dynasty),China,EAST ASIA,1402385000.0
11703,807141961.0,C,Emperor Taizong of Tang,China,EAST ASIA,1402385000.0
11704,807141973.0,B,Xiao Yu,China,EAST ASIA,1402385000.0
11705,807141980.0,B,Wang Gui (Tang chancellor),China,EAST ASIA,1402385000.0
11706,807150659.0,C,Guo Boxiong,China,EAST ASIA,1402385000.0
11707,807152289.0,C,Guo Shoujing,China,EAST ASIA,1402385000.0
11708,807152650.0,Start,Guo Youming,China,EAST ASIA,1402385000.0
11709,807189505.0,GA,Zhou Yongkang,China,EAST ASIA,1402385000.0
11710,807222532.0,C,Emperor Jing of Western Liang,China,EAST ASIA,1402385000.0
11711,807226656.0,Stub,Gyai'ra Losang Dainzin,China,EAST ASIA,1402385000.0
11712,807229101.0,Start,Xi Mingze,China,EAST ASIA,1402385000.0
11713,807232932.0,C,Yang Shangkun,China,EAST ASIA,1402385000.0
11714,807233260.0,Start,Lin Jiamei,China,EAST ASIA,1402385000.0
11715,807233386.0,C,Li Xiannian,China,EAST ASIA,1402385000.0
11716,807233833.0,GA,Liu Shaoqi,China,EAST ASIA,1402385000.0
11717,807252883.0,C,Jiang Qing,China,EAST ASIA,1402385000.0
11718,807296432.0,C,Li Keqiang,China,EAST ASIA,1402385000.0
11719,807302387.0,C,Hu Jintao,China,EAST ASIA,1402385000.0
11720,807305010.0,FA,Zhu Rongji,China,EAST ASIA,1402385000.0
11721,807305356.0,GA,Wen Jiabao,China,EAST ASIA,1402385000.0
11722,807309752.0,Start,Fu Hao,China,EAST ASIA,1402385000.0
11723,807310805.0,Start,Yao Zhongmin,China,EAST ASIA,1402385000.0
11724,807317476.0,Stub,Dong Yun,China,EAST ASIA,1402385000.0
11725,807323321.0,C,Jiang Zemin,China,EAST ASIA,1402385000.0
11726,807325309.0,C,Sun Chunlan,China,EAST ASIA,1402385000.0
11727,807344718.0,Start,Li Xiaolin (b. 1953),China,EAST ASIA,1402385000.0
11728,807373101.0,C,Donald Tsang,China,EAST ASIA,1402385000.0
11729,807388210.0,C,General Secretary of the Communist Party of China,China,EAST ASIA,1402385000.0
11730,807441584.0,B,Han Yanhui,China,EAST ASIA,1402385000.0
11731,807455323.0,B,Wu Zetian,China,EAST ASIA,1402385000.0
11732,807462009.0,FA,Xi Jinping,China,EAST ASIA,1402385000.0
11733,807481066.0,C,Yang Jiechi,China,EAST ASIA,1402385000.0
11734,807481329.0,C,Li Jiancheng,China,EAST ASIA,1402385000.0
11735,623004627.0,Stub,Kennedy Kiliku,Kenya,EASTERN AFRICA,53528000.0
11736,664793790.0,Stub,Irshadali Sumra,Kenya,EASTERN AFRICA,53528000.0
11737,671032132.0,Stub,Hosea Kiplagat,Kenya,EASTERN AFRICA,53528000.0
11738,684879320.0,Start,Julius Muthamia,Kenya,EASTERN AFRICA,53528000.0
11739,699341277.0,Start,Sospeter Machage,Kenya,EASTERN AFRICA,53528000.0
11740,709821199.0,Stub,Maurice S. Makhanu,Kenya,EASTERN AFRICA,53528000.0
11741,713351236.0,Start,G. G. Njuguna Ngengi,Kenya,EASTERN AFRICA,53528000.0
11742,713812142.0,Start,Gitau wa Njenga,Kenya,EASTERN AFRICA,53528000.0
11743,713871389.0,Stub,James Beauttah,Kenya,EASTERN AFRICA,53528000.0
11744,719237570.0,Stub,Davidson Ngibuini Kuguru,Kenya,EASTERN AFRICA,53528000.0
11745,722319064.0,Stub,Tiras Nyingi Ngahu,Kenya,EASTERN AFRICA,53528000.0
11746,723301153.0,Stub,James Njiru,Kenya,EASTERN AFRICA,53528000.0
11747,723535564.0,Stub,Julius Kibiwott Melly,Kenya,EASTERN AFRICA,53528000.0
11748,723807310.0,Stub,Ahmed Abdi Ogle,Kenya,EASTERN AFRICA,53528000.0
11749,724109526.0,Stub,Moses Kasaine,Kenya,EASTERN AFRICA,53528000.0
11750,724671827.0,Stub,Grace Jelagat Kipchoim,Kenya,EASTERN AFRICA,53528000.0
11751,728613573.0,Stub,Peter Njoroge Baiya,Kenya,EASTERN AFRICA,53528000.0
11752,728613577.0,Stub,Peter Njuguna Gitau,Kenya,EASTERN AFRICA,53528000.0
11753,728613587.0,Stub,Nelson Gaichuhie,Kenya,EASTERN AFRICA,53528000.0
11754,728613603.0,Stub,Pollyins Ochieng Anyango,Kenya,EASTERN AFRICA,53528000.0
11755,728613607.0,Stub,Peter Edick Omondi Anyanga,Kenya,EASTERN AFRICA,53528000.0
11756,728613637.0,Stub,Mohamed Hussein Ali,Kenya,EASTERN AFRICA,53528000.0
11757,728613639.0,Stub,Mohamed Ibrahim Elmi,Kenya,EASTERN AFRICA,53528000.0
11758,728613646.0,Stub,Stanley Munga Githunguri,Kenya,EASTERN AFRICA,53528000.0
11759,728613680.0,Stub,Ali Rasso Dido,Kenya,EASTERN AFRICA,53528000.0
11760,728613689.0,Stub,Adhu Awiti,Kenya,EASTERN AFRICA,53528000.0
11761,728613691.0,Stub,Philip Godana,Kenya,EASTERN AFRICA,53528000.0
11762,728613764.0,Stub,Ramadhan Seif Kajembe,Kenya,EASTERN AFRICA,53528000.0
11763,728613774.0,Stub,William Kipkorir,Kenya,EASTERN AFRICA,53528000.0
11764,728613798.0,Stub,Peter Kiilu,Kenya,EASTERN AFRICA,53528000.0
11765,728613834.0,Stub,Kipruto Rono Arap Kirwa,Kenya,EASTERN AFRICA,53528000.0
11766,728613841.0,Stub,Khatib Mwashetani,Kenya,EASTERN AFRICA,53528000.0
11767,728613883.0,Stub,Ntoitha M'mithiaru,Kenya,EASTERN AFRICA,53528000.0
11768,728613900.0,Stub,Moses Lessonet,Kenya,EASTERN AFRICA,53528000.0
11769,728613907.0,Stub,Raphael Lentimalo,Kenya,EASTERN AFRICA,53528000.0
11770,728613912.0,Stub,Simon Lesirma,Kenya,EASTERN AFRICA,53528000.0
11771,728613954.0,Stub,Robert Onsare Monda,Kenya,EASTERN AFRICA,53528000.0
11772,728613970.0,Stub,Patrick Kariuki Muiruri,Kenya,EASTERN AFRICA,53528000.0
11773,728613976.0,Start,Mohamed Maalim Mohamud,Kenya,EASTERN AFRICA,53528000.0
11774,728613980.0,Stub,Arthur Magugu,Kenya,EASTERN AFRICA,53528000.0
11775,728613984.0,Stub,Francis Masakhalia,Kenya,EASTERN AFRICA,53528000.0
11776,728613991.0,Stub,Darius Msagha Mbela,Kenya,EASTERN AFRICA,53528000.0
11777,728613993.0,Stub,Gilbert Kabere M'mbijiwe,Kenya,EASTERN AFRICA,53528000.0
11778,728613996.0,Stub,Mwandawiro Mghanga,Kenya,EASTERN AFRICA,53528000.0
11779,728614002.0,Stub,Fred Mbiti Gideon Mati,Kenya,EASTERN AFRICA,53528000.0
11780,728614003.0,Stub,George Muchai,Kenya,EASTERN AFRICA,53528000.0
11781,728614009.0,Stub,Robert Mbui,Kenya,EASTERN AFRICA,53528000.0
11782,728614017.0,Stub,Jackson Kasanga Mulwa,Kenya,EASTERN AFRICA,53528000.0
11783,728614091.0,Stub,Lewis Nguyai Nganga,Kenya,EASTERN AFRICA,53528000.0
11784,728614137.0,Stub,Mwalimu Masudi Mwahima,Kenya,EASTERN AFRICA,53528000.0
11785,728614155.0,Stub,Thomas Ludindi Mwadeghu,Kenya,EASTERN AFRICA,53528000.0
11786,728614240.0,Stub,Silas Muriuki,Kenya,EASTERN AFRICA,53528000.0
11787,728614254.0,Stub,Elijah Mwangale,Kenya,EASTERN AFRICA,53528000.0
11788,728614265.0,Stub,George Nyamweya,Kenya,EASTERN AFRICA,53528000.0
11789,728614385.0,Stub,Richard Momoima Onyonka,Kenya,EASTERN AFRICA,53528000.0
11790,728614415.0,Stub,Sasura Hussein Tarry,Kenya,EASTERN AFRICA,53528000.0
11791,728614428.0,Stub,Wilfred Moriasi Ombui,Kenya,EASTERN AFRICA,53528000.0
11792,728614478.0,Stub,Peter Oloo-Aringo,Kenya,EASTERN AFRICA,53528000.0
11793,728614550.0,Stub,Namesyus Warugongo,Kenya,EASTERN AFRICA,53528000.0
11794,728614586.0,Stub,Omar Mbwana Zonga,Kenya,EASTERN AFRICA,53528000.0
11795,730091628.0,Stub,Zebedeo John Opore,Kenya,EASTERN AFRICA,53528000.0
11796,730470106.0,Stub,Rosalyn Nandwa,Kenya,EASTERN AFRICA,53528000.0
11797,732991530.0,Stub,Soita Shitanda,Kenya,EASTERN AFRICA,53528000.0
11798,735263515.0,Stub,Shakeel Shabbir,Kenya,EASTERN AFRICA,53528000.0
11799,736864588.0,Stub,Eliud Mathu,Kenya,EASTERN AFRICA,53528000.0
11800,737351926.0,Start,Joseph Byrne (British Army officer),Kenya,EASTERN AFRICA,53528000.0
11801,739284201.0,Start,Kinuthia Murugu,Kenya,EASTERN AFRICA,53528000.0
11802,739402154.0,Stub,Musa Sirma,Kenya,EASTERN AFRICA,53528000.0
11803,740618153.0,Stub,Henry Conway Belfield,Kenya,EASTERN AFRICA,53528000.0
11804,741388231.0,Start,Joseph Lekuton,Kenya,EASTERN AFRICA,53528000.0
11805,741754138.0,Stub,Wakoli Bifwoli,Kenya,EASTERN AFRICA,53528000.0
11806,742096045.0,Start,Phares Oluoch Kanindo,Kenya,EASTERN AFRICA,53528000.0
11807,743800296.0,Stub,Israel Somen,Kenya,EASTERN AFRICA,53528000.0
11808,743935844.0,Stub,Armigel Wade,Kenya,EASTERN AFRICA,53528000.0
11809,744085168.0,Start,Amos Wako,Kenya,EASTERN AFRICA,53528000.0
11810,744265558.0,Start,Mugabe Were,Kenya,EASTERN AFRICA,53528000.0
11811,744456849.0,Stub,Kassim Mwamzandi,Kenya,EASTERN AFRICA,53528000.0
11812,746994538.0,Start,Benedict Wachira,Kenya,EASTERN AFRICA,53528000.0
11813,748128949.0,GA,Philip Euen Mitchell,Kenya,EASTERN AFRICA,53528000.0
11814,749322828.0,Stub,Alfred Odhiambo,Kenya,EASTERN AFRICA,53528000.0
11815,749372687.0,Stub,Patrick Ayiecho Olweny,Kenya,EASTERN AFRICA,53528000.0
11816,749402361.0,Stub,Benson Mbai Itwiku,Kenya,EASTERN AFRICA,53528000.0
11817,749497889.0,Stub,Nkoidilla Lankas,Kenya,EASTERN AFRICA,53528000.0
11818,749503310.0,Stub,Dalmas Otieno,Kenya,EASTERN AFRICA,53528000.0
11819,749545540.0,Stub,Atanas Keya,Kenya,EASTERN AFRICA,53528000.0
11820,749550481.0,Stub,David Were,Kenya,EASTERN AFRICA,53528000.0
11821,749567086.0,Stub,Benedict Fodo Gunda,Kenya,EASTERN AFRICA,53528000.0
11822,749960863.0,Stub,Alfred Sambu,Kenya,EASTERN AFRICA,53528000.0
11823,749968927.0,Stub,Benjamin Jomo Washiali,Kenya,EASTERN AFRICA,53528000.0
11824,750067436.0,Stub,Alfred Khang'ati,Kenya,EASTERN AFRICA,53528000.0
11825,750076200.0,Stub,Evans Akula,Kenya,EASTERN AFRICA,53528000.0
11826,750079661.0,Stub,Barnabas Muturi Mwangi,Kenya,EASTERN AFRICA,53528000.0
11827,750162565.0,Stub,Calist Andrew Mwatela,Kenya,EASTERN AFRICA,53528000.0
11828,750745985.0,Stub,Peter Njeru Ndwiga,Kenya,EASTERN AFRICA,53528000.0
11829,750879737.0,Stub,Joseph Gitari,Kenya,EASTERN AFRICA,53528000.0
11830,750988119.0,Start,Chirau Ali Mwakwere,Kenya,EASTERN AFRICA,53528000.0
11831,752443944.0,Stub,William Ole Ntimama,Kenya,EASTERN AFRICA,53528000.0
11832,752821559.0,Start,Elijah Lagat,Kenya,EASTERN AFRICA,53528000.0
11833,752918826.0,Stub,Charles Rubia,Kenya,EASTERN AFRICA,53528000.0
11834,753553048.0,Stub,David Eseli Simiyu,Kenya,EASTERN AFRICA,53528000.0
11835,753680679.0,Stub,Charles Onyancha,Kenya,EASTERN AFRICA,53528000.0
11836,753686420.0,Stub,Daniel Muoki,Kenya,EASTERN AFRICA,53528000.0
11837,753688333.0,Stub,Charles Kilonzo,Kenya,EASTERN AFRICA,53528000.0
11838,753690318.0,Stub,Charles Mutisya Nyamai,Kenya,EASTERN AFRICA,53528000.0
11839,753693393.0,Stub,Danson Mwazo Mwakulegwa,Kenya,EASTERN AFRICA,53528000.0
