,revision_id,article_quality_est,article_name,country,geographic region,population
18235,749183059.0,C,Bernardo Ibáñez,Chile,SOUTH AMERICA,19470000.0
18236,749665954.0,Start,Carlos Lorca,Chile,SOUTH AMERICA,19470000.0
18237,749957308.0,Stub,Vicente Merino,Chile,SOUTH AMERICA,19470000.0
18238,750283545.0,Start,Alfredo Duhalde,Chile,SOUTH AMERICA,19470000.0
18239,751055176.0,Start,Rodrigo Hinzpeter,Chile,SOUTH AMERICA,19470000.0
18240,751803508.0,Start,Joaquín Lavín,Chile,SOUTH AMERICA,19470000.0
18241,752147665.0,Start,Ismael Tocornal,Chile,SOUTH AMERICA,19470000.0
18242,752914902.0,Start,Ángel de Peredo,Chile,SOUTH AMERICA,19470000.0
18243,755711515.0,C,Benjamín Vicuña Mackenna,Chile,SOUTH AMERICA,19470000.0
18244,757341466.0,Stub,Laura Rodríguez,Chile,SOUTH AMERICA,19470000.0
18245,757504872.0,C,Fernando Matthei,Chile,SOUTH AMERICA,19470000.0
18246,757540425.0,Stub,Cecilia Pérez,Chile,SOUTH AMERICA,19470000.0
18247,757615567.0,Stub,María Ignacia Benítez,Chile,SOUTH AMERICA,19470000.0
18248,757616369.0,Stub,Patricia Pérez Goldberg,Chile,SOUTH AMERICA,19470000.0
18249,757616415.0,Start,Paulina Veloso,Chile,SOUTH AMERICA,19470000.0
18250,757616834.0,Start,Romy Schmidt,Chile,SOUTH AMERICA,19470000.0
18251,757618864.0,Stub,Ximena Rincón,Chile,SOUTH AMERICA,19470000.0
18252,757794121.0,Stub,Sonia Tschorne,Chile,SOUTH AMERICA,19470000.0
18253,758478925.0,Stub,Marcial Mora,Chile,SOUTH AMERICA,19470000.0
18254,759925176.0,Start,Sara Larraín,Chile,SOUTH AMERICA,19470000.0
18255,760422907.0,Start,Mónica Jiménez,Chile,SOUTH AMERICA,19470000.0
18256,760741230.0,Start,Magdalena Matte,Chile,SOUTH AMERICA,19470000.0
18257,762047986.0,Stub,Juan Castellón Larenas,Chile,SOUTH AMERICA,19470000.0
18258,763070882.0,Stub,José Joaquín Aguirre,Chile,SOUTH AMERICA,19470000.0
18259,763631798.0,Start,José Santos Salas,Chile,SOUTH AMERICA,19470000.0
18260,764084290.0,C,Juan Antonio Ríos,Chile,SOUTH AMERICA,19470000.0
18261,767056934.0,C,Pedro Nolasco Cruz Vergara,Chile,SOUTH AMERICA,19470000.0
18262,767833307.0,Stub,Rodrigo Peñailillo,Chile,SOUTH AMERICA,19470000.0
18263,767850129.0,Stub,Teodoro Ribera,Chile,SOUTH AMERICA,19470000.0
18264,767891196.0,GA,Jorge Arrate,Chile,SOUTH AMERICA,19470000.0
18265,768490556.0,C,Edmundo Pérez Zujovic,Chile,SOUTH AMERICA,19470000.0
18266,768782302.0,Stub,Rod Loyola,Chile,SOUTH AMERICA,19470000.0
18267,769044847.0,Stub,Manuel Jacques,Chile,SOUTH AMERICA,19470000.0
18268,769893454.0,Stub,Vivianne Blanlot,Chile,SOUTH AMERICA,19470000.0
18269,769918607.0,Stub,José Joaquín Pérez,Chile,SOUTH AMERICA,19470000.0
18270,770854113.0,Stub,Luis Muñoz de Guzmán,Chile,SOUTH AMERICA,19470000.0
18271,770977796.0,Start,Pedro Montt,Chile,SOUTH AMERICA,19470000.0
18272,771031464.0,Stub,Augusto Matte Pérez,Chile,SOUTH AMERICA,19470000.0
18273,772039460.0,Start,Pedro Edmunds Paoa,Chile,SOUTH AMERICA,19470000.0
18274,773374477.0,Start,Jorge Montt,Chile,SOUTH AMERICA,19470000.0
18275,773434243.0,Start,Melania Hotu,Chile,SOUTH AMERICA,19470000.0
18276,773972839.0,Start,Gustavo Leigh,Chile,SOUTH AMERICA,19470000.0
18277,774624585.0,Stub,Osvaldo Andrade,Chile,SOUTH AMERICA,19470000.0
18278,775116928.0,Start,Hernán Larraín,Chile,SOUTH AMERICA,19470000.0
18279,775200420.0,Stub,Julieta Campusano,Chile,SOUTH AMERICA,19470000.0
18280,776117351.0,C,Pedro Aguirre Cerda,Chile,SOUTH AMERICA,19470000.0
18281,776704175.0,C,Mireya Baltra,Chile,SOUTH AMERICA,19470000.0
18282,777048495.0,Stub,Jacinto Chacón,Chile,SOUTH AMERICA,19470000.0
18283,777114089.0,Start,Agustín Edwards Mac-Clure,Chile,SOUTH AMERICA,19470000.0
18284,777227568.0,Stub,Sergio Vuskovic,Chile,SOUTH AMERICA,19470000.0
18285,777481425.0,Start,Jorge Jiménez (Chilean politician),Chile,SOUTH AMERICA,19470000.0
18286,777607085.0,C,José Joaquín Prieto,Chile,SOUTH AMERICA,19470000.0
18287,777621355.0,Start,José Tomás Errázuriz,Chile,SOUTH AMERICA,19470000.0
18288,777662083.0,Start,Juan Andrés Fontaine Talavera,Chile,SOUTH AMERICA,19470000.0
18289,778152295.0,Start,Domingo Santa María,Chile,SOUTH AMERICA,19470000.0
18290,778398225.0,Start,Radomiro Tomic,Chile,SOUTH AMERICA,19470000.0
18291,778410552.0,Start,Elena Caffarena,Chile,SOUTH AMERICA,19470000.0
18292,778410623.0,Stub,Olga Poblete,Chile,SOUTH AMERICA,19470000.0
18293,778665586.0,Stub,Pedro Nolasco Gandarillas,Chile,SOUTH AMERICA,19470000.0
18294,778785999.0,Stub,Hermógenes Pérez de Arce Lopetegui,Chile,SOUTH AMERICA,19470000.0
18295,779092431.0,Stub,José Matías Grez,Chile,SOUTH AMERICA,19470000.0
18296,779209977.0,Start,Pablo Longueira,Chile,SOUTH AMERICA,19470000.0
18297,779377537.0,Start,Isabel Allende (politician),Chile,SOUTH AMERICA,19470000.0
18298,779377658.0,Start,Ingrid Antonijevic,Chile,SOUTH AMERICA,19470000.0
18299,779980672.0,Start,Laura Allende,Chile,SOUTH AMERICA,19470000.0
18300,780482249.0,Stub,Pedro Osores de Ulloa,Chile,SOUTH AMERICA,19470000.0
18301,780482340.0,Stub,Francisco de Álava y Nureña,Chile,SOUTH AMERICA,19470000.0
18302,780482891.0,Stub,Manuel Silvestre de Salamanca Cano,Chile,SOUTH AMERICA,19470000.0
18303,781079977.0,Stub,Alejandra Krauss,Chile,SOUTH AMERICA,19470000.0
18304,781364140.0,C,Fernando Errázuriz Aldunate,Chile,SOUTH AMERICA,19470000.0
18305,781401688.0,C,Jorge Alessandri,Chile,SOUTH AMERICA,19470000.0
18306,782141662.0,Start,Patricio Carvajal,Chile,SOUTH AMERICA,19470000.0
18307,782616077.0,Start,Ena von Baer,Chile,SOUTH AMERICA,19470000.0
18308,783209022.0,Start,Manfred Max Neef,Chile,SOUTH AMERICA,19470000.0
18309,783277165.0,GA,Manuel Baquedano,Chile,SOUTH AMERICA,19470000.0
18310,783277476.0,Start,Manuel Blanco Encalada,Chile,SOUTH AMERICA,19470000.0
18311,783665542.0,Start,Marmaduke Grove,Chile,SOUTH AMERICA,19470000.0
18312,784320685.0,Stub,Alfredo Moreno Charme,Chile,SOUTH AMERICA,19470000.0
18313,784625711.0,Start,Juan Esteban Montero,Chile,SOUTH AMERICA,19470000.0
18314,785367813.0,Start,Graciela Mandujano,Chile,SOUTH AMERICA,19470000.0
18315,786390585.0,Stub,Camilo Escalona,Chile,SOUTH AMERICA,19470000.0
18316,786401657.0,Start,Federico Errázuriz Zañartu,Chile,SOUTH AMERICA,19470000.0
18317,786506425.0,Stub,Claudio Orrego,Chile,SOUTH AMERICA,19470000.0
18318,786799210.0,Start,Soledad Alvear,Chile,SOUTH AMERICA,19470000.0
18319,787725622.0,C,Gabriel González Videla,Chile,SOUTH AMERICA,19470000.0
18320,788009726.0,Stub,Laura Albornoz,Chile,SOUTH AMERICA,19470000.0
18321,788115983.0,B,Bautista van Schouwen,Chile,SOUTH AMERICA,19470000.0
18322,788212410.0,Start,Alberto Cabero,Chile,SOUTH AMERICA,19470000.0
18323,788432921.0,Start,Juan Bustos,Chile,SOUTH AMERICA,19470000.0
18324,788513350.0,C,Ramón Subercaseaux Vicuña,Chile,SOUTH AMERICA,19470000.0
18325,788559392.0,Stub,Olga Feliú,Chile,SOUTH AMERICA,19470000.0
18326,789024934.0,Start,Elías Fernández Albano,Chile,SOUTH AMERICA,19470000.0
18327,789145783.0,Stub,Andrés Allamand,Chile,SOUTH AMERICA,19470000.0
18328,789146486.0,Start,Andrés Chadwick,Chile,SOUTH AMERICA,19470000.0
18329,789149335.0,Stub,Andrés Pascal Allende,Chile,SOUTH AMERICA,19470000.0
18330,789150177.0,C,Andrés Zaldívar,Chile,SOUTH AMERICA,19470000.0
18331,789343679.0,Stub,Julio Canessa,Chile,SOUTH AMERICA,19470000.0
18332,789424497.0,C,Francisco Antonio Pinto,Chile,SOUTH AMERICA,19470000.0
18333,789472819.0,Start,Antonio José de Irisarri,Chile,SOUTH AMERICA,19470000.0
18334,789810720.0,Start,Aníbal Pinto,Chile,SOUTH AMERICA,19470000.0
18335,789860515.0,Start,Arturo Frei Bolívar,Chile,SOUTH AMERICA,19470000.0
18336,789991975.0,Stub,Carmen Frei,Chile,SOUTH AMERICA,19470000.0
18337,790164740.0,Start,Patricio Walker,Chile,SOUTH AMERICA,19470000.0
18338,790609344.0,C,Yasna Provoste,Chile,SOUTH AMERICA,19470000.0
18339,790678773.0,Stub,Bartolomé Blanche,Chile,SOUTH AMERICA,19470000.0
18340,791026392.0,Start,José Tohá,Chile,SOUTH AMERICA,19470000.0
18341,791041915.0,C,Jorge Prat,Chile,SOUTH AMERICA,19470000.0
18342,791283908.0,C,Manuel Rodríguez Erdoíza,Chile,SOUTH AMERICA,19470000.0
18343,791463616.0,Start,Fernando Márquez de la Plata,Chile,SOUTH AMERICA,19470000.0
18344,791566721.0,Stub,Gustavo Alessandri Valdés,Chile,SOUTH AMERICA,19470000.0
18345,791981999.0,C,Francisco Bilbao,Chile,SOUTH AMERICA,19470000.0
18346,792936867.0,C,Camila Vallejo,Chile,SOUTH AMERICA,19470000.0
18347,793177854.0,Start,Carlos Dávila,Chile,SOUTH AMERICA,19470000.0
18348,793180413.0,Start,Carlos Larraín,Chile,SOUTH AMERICA,19470000.0
18349,793182778.0,C,Carlos Ominami,Chile,SOUTH AMERICA,19470000.0
18350,793195835.0,Stub,Carmen Romo Sepúlveda,Chile,SOUTH AMERICA,19470000.0
18351,793332386.0,Stub,Catalina Parot,Chile,SOUTH AMERICA,19470000.0
18352,793379641.0,Stub,Jorge Burgos,Chile,SOUTH AMERICA,19470000.0
18353,793379788.0,Stub,Rodrigo Valdés,Chile,SOUTH AMERICA,19470000.0
18354,793392231.0,Start,Adriana Olguín,Chile,SOUTH AMERICA,19470000.0
18355,793563392.0,Stub,María Larraín de Vicuña,Chile,SOUTH AMERICA,19470000.0
18356,793877282.0,Start,Bernhard Eunom Philippi,Chile,SOUTH AMERICA,19470000.0
18357,793877403.0,Stub,Vicente Pérez Rosales,Chile,SOUTH AMERICA,19470000.0
18358,794954548.0,C,José Manuel Balmaceda,Chile,SOUTH AMERICA,19470000.0
18359,794954640.0,Start,Enrique Balmaceda,Chile,SOUTH AMERICA,19470000.0
18360,795078114.0,C,Diego Portales,Chile,SOUTH AMERICA,19470000.0
18361,795478497.0,Start,Jaime Parada,Chile,SOUTH AMERICA,19470000.0
18362,795492132.0,Start,Cristián Reitze,Chile,SOUTH AMERICA,19470000.0
18363,795611061.0,C,José Miguel Carrera,Chile,SOUTH AMERICA,19470000.0
18364,795818180.0,Stub,Raúl Pellegrin,Chile,SOUTH AMERICA,19470000.0
18365,796397565.0,Stub,Augusto Parra Muñoz,Chile,SOUTH AMERICA,19470000.0
18366,796414426.0,Stub,José Serafín López,Chile,SOUTH AMERICA,19470000.0
18367,796414440.0,Start,Carlos Echazarreta Larraín,Chile,SOUTH AMERICA,19470000.0
18368,796414490.0,Stub,Felipe Iturriaga,Chile,SOUTH AMERICA,19470000.0
18369,796583662.0,C,Ramón Barros Luco,Chile,SOUTH AMERICA,19470000.0
18370,796588111.0,C,Ramón Freire,Chile,SOUTH AMERICA,19470000.0
18371,796695829.0,Start,Emiliano Figueroa,Chile,SOUTH AMERICA,19470000.0
18372,796938948.0,Start,Alejandro Foxley,Chile,SOUTH AMERICA,19470000.0
18373,796974461.0,Start,Alfredo Sfeir,Chile,SOUTH AMERICA,19470000.0
18374,797131546.0,Start,Marta Larraechea,Chile,SOUTH AMERICA,19470000.0
18375,797131867.0,C,Carlos Ibáñez del Campo,Chile,SOUTH AMERICA,19470000.0
18376,797132058.0,Start,Pedro Opaso,Chile,SOUTH AMERICA,19470000.0
18377,797500191.0,C,Jaime Guzmán,Chile,SOUTH AMERICA,19470000.0
18378,797545522.0,Stub,Ignacio Walker,Chile,SOUTH AMERICA,19470000.0
18379,797560309.0,Start,Jacqueline van Rysselberghe,Chile,SOUTH AMERICA,19470000.0
18380,797567021.0,Start,José Antonio Kast,Chile,SOUTH AMERICA,19470000.0
18381,797830298.0,C,Miguel Enríquez (politician),Chile,SOUTH AMERICA,19470000.0
18382,797992965.0,C,Luis Emilio Recabarren,Chile,SOUTH AMERICA,19470000.0
18383,798248989.0,Start,Nicolás Eyzaguirre,Chile,SOUTH AMERICA,19470000.0
18384,798464124.0,Stub,Juan Antonio Iribarren,Chile,SOUTH AMERICA,19470000.0
18385,798597984.0,Start,Raquel Argandoña,Chile,SOUTH AMERICA,19470000.0
18386,798621728.0,Start,Leonardo Farkas,Chile,SOUTH AMERICA,19470000.0
18387,799132906.0,Stub,Loreto Silva,Chile,SOUTH AMERICA,19470000.0
18388,799316486.0,C,Arturo Alessandri,Chile,SOUTH AMERICA,19470000.0
18389,799932471.0,GA,Ricardo Lagos Weber,Chile,SOUTH AMERICA,19470000.0
18390,801131865.0,Start,Viviana Díaz,Chile,SOUTH AMERICA,19470000.0
18391,801133594.0,C,Vlado Mirosevic,Chile,SOUTH AMERICA,19470000.0
18392,801733801.0,C,José Piñera,Chile,SOUTH AMERICA,19470000.0
18393,801771978.0,Start,Adriana Delpiano,Chile,SOUTH AMERICA,19470000.0
18394,802179871.0,Stub,Eugenio Pizarro,Chile,SOUTH AMERICA,19470000.0
18395,802343340.0,C,Evelyn Matthei,Chile,SOUTH AMERICA,19470000.0
18396,802452455.0,C,Orlando Letelier,Chile,SOUTH AMERICA,19470000.0
18397,802517795.0,Start,María de la Cruz,Chile,SOUTH AMERICA,19470000.0
18398,802581204.0,Stub,Inés Enríquez Frödden,Chile,SOUTH AMERICA,19470000.0
18399,802590708.0,Stub,Arturo Longton,Chile,SOUTH AMERICA,19470000.0
18400,802626515.0,Start,Amelia Herrera,Chile,SOUTH AMERICA,19470000.0
18401,802830023.0,B,Vicente Huidobro,Chile,SOUTH AMERICA,19470000.0
18402,802909384.0,Start,Manuel Bulnes,Chile,SOUTH AMERICA,19470000.0
18403,802916159.0,C,Federico Errázuriz Echaurren,Chile,SOUTH AMERICA,19470000.0
18404,802940377.0,Stub,Felipe Bulnes,Chile,SOUTH AMERICA,19470000.0
18405,803033753.0,C,Fernando Flores,Chile,SOUTH AMERICA,19470000.0
18406,803736821.0,C,Bernardo O'Higgins,Chile,SOUTH AMERICA,19470000.0
18407,803876308.0,Stub,Max Marambio,Chile,SOUTH AMERICA,19470000.0
18408,803917695.0,C,Eduardo Frei Montalva,Chile,SOUTH AMERICA,19470000.0
18409,803930855.0,Start,Beatriz Allende,Chile,SOUTH AMERICA,19470000.0
18410,803955392.0,Start,Francisco Javier Errázuriz Talavera,Chile,SOUTH AMERICA,19470000.0
18411,803962675.0,Start,Francisco Nef,Chile,SOUTH AMERICA,19470000.0
18412,803987067.0,C,Franco Parisi,Chile,SOUTH AMERICA,19470000.0
18413,804288493.0,C,Hernán Büchi,Chile,SOUTH AMERICA,19470000.0
18414,804456318.0,Stub,José Florencio Guzmán,Chile,SOUTH AMERICA,19470000.0
18415,804584478.0,Stub,Gabriel Valdés,Chile,SOUTH AMERICA,19470000.0
18416,804862378.0,Start,Emil Körner,Chile,SOUTH AMERICA,19470000.0
18417,805396842.0,C,Laurence Golborne,Chile,SOUTH AMERICA,19470000.0
18418,805797980.0,Stub,José de Santiago Concha Jiménez Lobatón,Chile,SOUTH AMERICA,19470000.0
18419,805801662.0,Stub,Tomás Álvarez de Acevedo,Chile,SOUTH AMERICA,19470000.0
18420,805803239.0,Stub,José de Santiago Concha,Chile,SOUTH AMERICA,19470000.0
18421,805879807.0,Start,Gladys Marín,Chile,SOUTH AMERICA,19470000.0
18422,806030067.0,B,Salvador Allende,Chile,SOUTH AMERICA,19470000.0
18423,806298408.0,Start,Rodolfo Stange,Chile,SOUTH AMERICA,19470000.0
18424,806300287.0,C,José Toribio Merino,Chile,SOUTH AMERICA,19470000.0
18425,806356151.0,C,Patricio Aylwin,Chile,SOUTH AMERICA,19470000.0
18426,806356738.0,C,Eduardo Frei Ruiz-Tagle,Chile,SOUTH AMERICA,19470000.0
18427,806372092.0,Start,César Mendoza,Chile,SOUTH AMERICA,19470000.0
18428,806481036.0,C,José Miguel Insulza,Chile,SOUTH AMERICA,19470000.0
18429,806535268.0,Stub,Jaime Mañalich,Chile,SOUTH AMERICA,19470000.0
18430,806729203.0,Stub,Alejandro Guillier,Chile,SOUTH AMERICA,19470000.0
18431,806729289.0,C,Sebastián Piñera,Chile,SOUTH AMERICA,19470000.0
18432,806747227.0,Start,Carolina Goic,Chile,SOUTH AMERICA,19470000.0
18433,806879402.0,Start,Camila Merino,Chile,SOUTH AMERICA,19470000.0
18434,806962327.0,Start,Guido Girardi,Chile,SOUTH AMERICA,19470000.0
18435,807077359.0,C,Giorgio Jackson,Chile,SOUTH AMERICA,19470000.0
18436,807101975.0,Start,Silvia Pinto,Chile,SOUTH AMERICA,19470000.0
18437,807114574.0,B,Michelle Bachelet,Chile,SOUTH AMERICA,19470000.0
18438,807222131.0,Stub,Enrique Campino,Chile,SOUTH AMERICA,19470000.0
18439,807366922.0,B,Augusto Pinochet,Chile,SOUTH AMERICA,19470000.0
18440,807403096.0,C,Marco Enríquez-Ominami,Chile,SOUTH AMERICA,19470000.0
18441,807403506.0,Start,Eduardo Artés,Chile,SOUTH AMERICA,19470000.0
18442,807403570.0,Stub,Beatriz Sánchez (journalist),Chile,SOUTH AMERICA,19470000.0
18443,807404035.0,Start,Marcel Claude,Chile,SOUTH AMERICA,19470000.0
18444,807404200.0,Start,Tomás Hirsch,Chile,SOUTH AMERICA,19470000.0
18445,807404681.0,Start,Manuel José Ossandón,Chile,SOUTH AMERICA,19470000.0
18446,807404761.0,C,Ricardo Lagos,Chile,SOUTH AMERICA,19470000.0
18447,807462137.0,C,Andrés Velasco,Chile,SOUTH AMERICA,19470000.0
18448,643410335.0,Start,"List of Captains Regent of San Marino, 1500–1700",San Marino,SOUTHERN EUROPE,34000.0
18449,702969677.0,Stub,Giovanni Lonfernini,San Marino,SOUTHERN EUROPE,34000.0
18450,703726449.0,Stub,Giuseppe Arzilli,San Marino,SOUTHERN EUROPE,34000.0
18451,703726461.0,Stub,Roberto Raschi,San Marino,SOUTHERN EUROPE,34000.0
18452,705929702.0,Stub,Claudio Muccioli,San Marino,SOUTHERN EUROPE,34000.0
18453,706657889.0,Stub,Alessandro Mancini,San Marino,SOUTHERN EUROPE,34000.0
18454,706828028.0,Stub,Camillo Bonelli,San Marino,SOUTHERN EUROPE,34000.0
18455,707282362.0,Stub,Loris Francini,San Marino,SOUTHERN EUROPE,34000.0
18456,710679320.0,Stub,Gian Marco Marcucci,San Marino,SOUTHERN EUROPE,34000.0
18457,712567775.0,Stub,Alberto Selva,San Marino,SOUTHERN EUROPE,34000.0
18458,712811502.0,Stub,Giuseppe Amici,San Marino,SOUTHERN EUROPE,34000.0
18459,713123762.0,Stub,Luigi Lonfernini,San Marino,SOUTHERN EUROPE,34000.0
18460,713312779.0,Stub,Federico Pedini Amati,San Marino,SOUTHERN EUROPE,34000.0
18461,715717659.0,Stub,Domenico Maria Belzoppi,San Marino,SOUTHERN EUROPE,34000.0
18462,716204263.0,Stub,Oscar Mina,San Marino,SOUTHERN EUROPE,34000.0
18463,716204285.0,Stub,Massimo Cenci,San Marino,SOUTHERN EUROPE,34000.0
18464,717232804.0,Stub,Stefano Palmieri,San Marino,SOUTHERN EUROPE,34000.0
18465,717380242.0,Stub,Paolo Rondelli,San Marino,SOUTHERN EUROPE,34000.0
18466,718891352.0,Stub,Giovanni Francesco Ugolini,San Marino,SOUTHERN EUROPE,34000.0
18467,721478416.0,Stub,Maurizio Rattini,San Marino,SOUTHERN EUROPE,34000.0
18468,722487816.0,Stub,Teodoro Lonfernini,San Marino,SOUTHERN EUROPE,34000.0
18469,724282724.0,Stub,Luca Beccari,San Marino,SOUTHERN EUROPE,34000.0
18470,725652026.0,Stub,Andrea Belluzzi,San Marino,SOUTHERN EUROPE,34000.0
18471,725652053.0,Stub,Roberto Venturini,San Marino,SOUTHERN EUROPE,34000.0
18472,725894519.0,Stub,Gian Luigi Berti,San Marino,SOUTHERN EUROPE,34000.0
18473,743299582.0,Start,Umberto Barulli,San Marino,SOUTHERN EUROPE,34000.0
18474,743495424.0,Stub,Innocenzo Bonelli,San Marino,SOUTHERN EUROPE,34000.0
18475,744903308.0,Stub,Gianfranco Terenzi,San Marino,SOUTHERN EUROPE,34000.0
18476,744903698.0,Stub,Giorgio Crescentini,San Marino,SOUTHERN EUROPE,34000.0
18477,745104563.0,Stub,Paolo Bollini,San Marino,SOUTHERN EUROPE,34000.0
18478,746868134.0,Stub,Domenico Fattori,San Marino,SOUTHERN EUROPE,34000.0
18479,747192455.0,Stub,Andrea Zafferani,San Marino,SOUTHERN EUROPE,34000.0
18480,749552800.0,Stub,Antonio Carattoni,San Marino,SOUTHERN EUROPE,34000.0
18481,756660027.0,Stub,Ernesto Benedettini,San Marino,SOUTHERN EUROPE,34000.0
18482,757363580.0,Stub,Gian Carlo Capicchioni,San Marino,SOUTHERN EUROPE,34000.0
18483,758183748.0,Stub,Francesco Mussoni,San Marino,SOUTHERN EUROPE,34000.0
18484,759275786.0,Stub,Denis Amici,San Marino,SOUTHERN EUROPE,34000.0
18485,759327447.0,Stub,Federica Bigi,San Marino,SOUTHERN EUROPE,34000.0
18486,762498904.0,Stub,Giuseppe Maiani,San Marino,SOUTHERN EUROPE,34000.0
18487,765018386.0,Stub,Renzo Renzi,San Marino,SOUTHERN EUROPE,34000.0
18488,772327098.0,Stub,Antonello Bacciocchi,San Marino,SOUTHERN EUROPE,34000.0
18489,773046968.0,Stub,Guerrino Zanotti,San Marino,SOUTHERN EUROPE,34000.0
18490,773289063.0,Start,Ermenegildo Gasperoni,San Marino,SOUTHERN EUROPE,34000.0
18491,776804828.0,Stub,Alessandro Rossi (Captains Regent),San Marino,SOUTHERN EUROPE,34000.0
18492,779825840.0,Stub,Roberto Giorgetti,San Marino,SOUTHERN EUROPE,34000.0
18493,782417376.0,Stub,Pio Chiaruzzi,San Marino,SOUTHERN EUROPE,34000.0
18494,787389706.0,Start,Women in San Marino,San Marino,SOUTHERN EUROPE,34000.0
18495,787393623.0,Stub,Edda Ceccoli,San Marino,SOUTHERN EUROPE,34000.0
18496,787393632.0,Stub,Gloriana Ranocchini,San Marino,SOUTHERN EUROPE,34000.0
18497,787393639.0,Stub,Maria Lea Pedini-Angelini,San Marino,SOUTHERN EUROPE,34000.0
18498,787401248.0,Stub,Fausta Morganti,San Marino,SOUTHERN EUROPE,34000.0
18499,787814669.0,Stub,Assunta Meloni,San Marino,SOUTHERN EUROPE,34000.0
18500,787814695.0,Stub,Maria Luisa Berti,San Marino,SOUTHERN EUROPE,34000.0
18501,787814733.0,Stub,Denise Bronzetti,San Marino,SOUTHERN EUROPE,34000.0
18502,787814752.0,Stub,Antonella Mularoni,San Marino,SOUTHERN EUROPE,34000.0
18503,787977856.0,Stub,Cesare Gasperoni,San Marino,SOUTHERN EUROPE,34000.0
18504,790422649.0,Stub,Valeria Ciavatta,San Marino,SOUTHERN EUROPE,34000.0
18505,790508249.0,Stub,Marco Conti,San Marino,SOUTHERN EUROPE,34000.0
18506,790508422.0,Stub,Glauco Sansovini,San Marino,SOUTHERN EUROPE,34000.0
18507,795511363.0,Stub,Mirko Tomassoni,San Marino,SOUTHERN EUROPE,34000.0
18508,796767748.0,C,Captains Regent,San Marino,SOUTHERN EUROPE,34000.0
18509,797704517.0,Start,"List of Captains Regent of San Marino, 1700–1900",San Marino,SOUTHERN EUROPE,34000.0
18510,799821936.0,Start,"List of Captains Regent of San Marino, 1243–1500",San Marino,SOUTHERN EUROPE,34000.0
18511,799822193.0,Stub,Lodovico Belluzzi,San Marino,SOUTHERN EUROPE,34000.0
18512,799822432.0,Stub,Giuliano Gozi,San Marino,SOUTHERN EUROPE,34000.0
18513,799822612.0,Stub,Federico Gozi,San Marino,SOUTHERN EUROPE,34000.0
18514,799926300.0,Stub,Lorella Stefanelli,San Marino,SOUTHERN EUROPE,34000.0
18515,799926456.0,Stub,Nicola Renzi,San Marino,SOUTHERN EUROPE,34000.0
18516,799926523.0,Stub,Massimo Andrea Ugolini,San Marino,SOUTHERN EUROPE,34000.0
18517,799926624.0,Stub,Marino Riccardi,San Marino,SOUTHERN EUROPE,34000.0
18518,799926688.0,Start,Fabio Berardi,San Marino,SOUTHERN EUROPE,34000.0
18519,801444456.0,Stub,Rosa Zafferani,San Marino,SOUTHERN EUROPE,34000.0
18520,803142696.0,Stub,Filippo Tamagnini,San Marino,SOUTHERN EUROPE,34000.0
18521,803215769.0,Start,Fiorenzo Stolfi,San Marino,SOUTHERN EUROPE,34000.0
18522,803242408.0,Start,List of Captains Regent of San Marino,San Marino,SOUTHERN EUROPE,34000.0
18523,803612978.0,Start,Vanessa D'Ambrosio,San Marino,SOUTHERN EUROPE,34000.0
18524,803613319.0,Stub,Enrico Carattoni,San Marino,SOUTHERN EUROPE,34000.0
18525,804589294.0,Stub,Gabriele Gatti,San Marino,SOUTHERN EUROPE,34000.0
18526,804920856.0,Stub,Matteo Fiorini,San Marino,SOUTHERN EUROPE,34000.0
18527,805485940.0,Stub,Gian Nicola Berti,San Marino,SOUTHERN EUROPE,34000.0
18528,805905157.0,Start,Antonio Onofri,San Marino,SOUTHERN EUROPE,34000.0
18529,643746000.0,Stub,Eiler Grubbe,Denmark,NORTHERN EUROPE,5829000.0
18530,663166199.0,Stub,Torsten Nielsen,Denmark,NORTHERN EUROPE,5829000.0
18531,704906631.0,Stub,Carl Edvard Rotwitt,Denmark,NORTHERN EUROPE,5829000.0
18532,704909164.0,Stub,Christian Emil Krag-Juel-Vind-Frijs,Denmark,NORTHERN EUROPE,5829000.0
18533,704909244.0,Stub,Ludvig Holstein-Holsteinborg,Denmark,NORTHERN EUROPE,5829000.0
18534,704909670.0,Stub,Christen Andreas Fonnesbech,Denmark,NORTHERN EUROPE,5829000.0
18535,704916318.0,Stub,Tage Reedtz-Thott,Denmark,NORTHERN EUROPE,5829000.0
18536,704916375.0,Stub,Hugo Egmont Hørring,Denmark,NORTHERN EUROPE,5829000.0
18537,704917703.0,Stub,Johan Henrik Deuntzer,Denmark,NORTHERN EUROPE,5829000.0
18538,704929287.0,Stub,Frode Sørensen (politician),Denmark,NORTHERN EUROPE,5829000.0
18539,704936337.0,Stub,Christian Ulrik Gyldenløve,Denmark,NORTHERN EUROPE,5829000.0
18540,705431624.0,Stub,Tom Høyem,Denmark,NORTHERN EUROPE,5829000.0
18541,706067548.0,Stub,Klaus Bondam,Denmark,NORTHERN EUROPE,5829000.0
18542,706119974.0,Stub,Inge Genefke,Denmark,NORTHERN EUROPE,5829000.0
18543,707013721.0,Stub,Eberhard Isbrand Ides,Denmark,NORTHERN EUROPE,5829000.0
18544,707089137.0,Start,Marie-Sophie Nielsen,Denmark,NORTHERN EUROPE,5829000.0
18545,707143937.0,Stub,Charles Brun (Denmark),Denmark,NORTHERN EUROPE,5829000.0
